time,tru_x, tru_y, ukf_x,ukf_y,error
0.05173540115356445,-1.6024006605148315, 45.00290298461914, 0.15136358331983502,46.7974629716482,2.5092099493662787
0.15181326866149902,-1.5990159511566162, 45.41279602050781, -0.19798038811460605,47.048314207244026,2.3313849415349277
0.25182461738586426,-1.5930242538452148, 46.14202880859375, -0.22294289711140367,47.57862851393791,2.2159834626926744
0.35197997093200684,-1.5916314125061035, 46.30192947387695, 0.175072908140829,48.43380660204708,2.3541826673486472
0.4517240524291992,-1.5916314125061035, 46.30192947387695, 0.17824723999001435,49.05475678527728,2.537885014342195
0.5518724918365479,-1.5804378986358643, 47.67503356933594, -0.20121323418992054,49.27690269181168,2.467207920696472
0.6520895957946777,-1.5804378986358643, 47.67503356933594, -0.17362656124289463,49.51140563057239,2.4452218034733
0.7517259120941162,-1.5759632587432861, 48.20439910888672, -0.6593197388985583,49.8171353243004,2.3714484055924263
0.8523070812225342,-1.569319248199463, 49.008705139160156, 0.01533650888348459,50.97895202500642,2.3888918683153926
0.9527101516723633,-1.563555359840393, 49.70506286621094, -0.35723184553170434,51.34868497931128,2.3538827950762906
1.0518455505371094,-1.557877779006958, 50.39112091064453, -0.39145036440527237,51.841848089667096,2.3091202347117576
1.1521029472351074,-1.556206226348877, 50.5931282043457, -0.34674793216649813,52.34441405085232,2.29405443844881
1.2518260478973389,-1.5552014112472534, 51.23078155517578, -0.8527578010368235,52.6429152867726,2.23891151771254
1.3520658016204834,-1.5544275045394897, 51.48379898071289, -0.8626029443578617,52.94739785210835,2.1946228996809416
1.4519693851470947,-1.5544275045394897, 51.48379898071289, -0.10669026830435287,53.77651281763024,2.2290844167516877
1.552290439605713,-1.5522065162658691, 52.48175048828125, -0.5487860981334951,54.28281465964711,2.2186240698673334
1.6521451473236084,-1.551404595375061, 52.9611701965332, -0.5292608804382831,54.54164951062878,2.1988346655351467
1.7518985271453857,-1.551404595375061, 52.9611701965332, -0.5686718226024823,55.263362955302,2.215742130321493
1.85194730758667,-1.5497022867202759, 54.267112731933594, -0.22879984860177824,55.97800600296949,2.212885537743556
1.9517135620117188,-1.5492095947265625, 54.704071044921875, -0.1967363377041887,56.41530440881569,2.211299771948636
2.0521345138549805,-1.5489743947982788, 54.94889450073242, -0.5639557262970923,56.70131244973065,2.2017274583140485
2.1515560150146484,-1.5483735799789429, 55.65538787841797, -0.5807741962965955,57.218339874139915,2.1852045742663075
2.2517714500427246,-1.5483735799789429, 55.65538787841797, -1.0494813391724707,57.303302994745344,2.165055570267796
2.352036714553833,-1.5497357845306396, 56.141361236572266, -0.13623432589639062,58.21549727619158,2.1794276463090574
2.4521312713623047,-1.5781304836273193, 56.574954986572266, -0.5775872486979424,58.594207989714874,2.1823923794054396
2.551788091659546,-1.6178940534591675, 57.019775390625, -0.5908944164972668,58.759739632410025,2.1761636894292757
2.65205717086792,-1.6664047241210938, 57.55943298339844, -1.073485105693525,59.07214961128437,2.155741560938116
2.751868963241577,-1.7274813652038574, 58.14884567260742, -1.1408612251943913,59.69270498398029,2.13773479904926
2.851924419403076,-1.7395291328430176, 58.26118087768555, -1.6522902050836357,59.89433727411452,2.12041583266538
2.9519643783569336,-1.8088383674621582, 58.87896728515625, -0.5678753437897633,60.89554975514553,2.1286627968417395
3.0517632961273193,-1.8088383674621582, 58.87896728515625, -0.9810088911108875,61.276477923560826,2.1418158256921016
3.1518802642822266,-1.9396809339523315, 59.59099578857422, -0.9915332757746571,61.33759266782314,2.13698896218977
3.251664161682129,-2.198908567428589, 60.40266418457031, -1.1194517178404833,62.26165877068453,2.137373284360722
3.3517038822174072,-2.368086576461792, 60.86466979980469, -1.1782355436474259,62.724095138036006,2.1394368461961157
3.451843500137329,-2.59397029876709, 61.34789276123047, -1.3141447352541116,63.172646387307616,2.141990911307713
3.5517959594726562,-2.59397029876709, 61.34789276123047, -1.5063139378617052,63.82324086781591,2.1575957441919567
3.6518876552581787,-3.1338720321655273, 62.254051208496094, -2.0516633962286934,64.1127970711057,2.157413150277605
3.7516233921051025,-3.1338720321655273, 62.254051208496094, -2.2015784252773387,64.38277812642669,2.1617951670655096
3.8519532680511475,-3.7960164546966553, 63.10417938232422, -2.832957454538293,64.82861172219854,2.1570089522329807
3.951859951019287,-3.7960164546966553, 63.10417938232422, -2.363558133869014,65.21139234959249,2.166783627025642
4.052208185195923,-4.4357590675354, 63.75252914428711, -3.18412780375157,65.65176586640133,2.169412628695717
4.151811838150024,-4.9352922439575195, 64.15816497802734, -3.2057839207268364,65.80183791270125,2.174568791088208
4.251798152923584,-5.325634002685547, 64.40340423583984, -4.0132584087125815,66.24374831931532,2.176563774545993
4.351776838302612,-6.208178520202637, 64.87757873535156, -4.649632381149241,66.58062503528602,2.1795636075102163
4.451835632324219,-6.606978416442871, 65.06183624267578, -5.187915342155936,66.87298555122854,2.182259300628963
4.551922798156738,-6.606978416442871, 65.06183624267578, -5.7323134248144925,67.09333344176412,2.1829012955177505
4.651897192001343,-7.653994560241699, 65.47649383544922, -6.4219288619607156,67.17793290898688,2.181152029531697
4.751944303512573,-8.103289604187012, 65.58293151855469, -6.588509632800088,67.30491010485203,2.183490915228978
4.8521974086761475,-8.930771827697754, 65.7309799194336, -7.194093520042499,67.6400260567016,2.19159918505212
4.952036142349243,-8.930771827697754, 65.7309799194336, -7.484436321258289,67.55875978178652,2.1943833600191205
5.05211877822876,-9.622483253479004, 65.8170394897461, -8.39782816727591,67.52827884258018,2.192617213966064
5.151707410812378,-9.622483253479004, 65.8170394897461, -9.112609432311729,67.45460877288133,2.1834343950292916
5.2523579597473145,-10.631744384765625, 65.9208755493164, -9.511471927549628,67.63811631285834,2.1809233277387348
5.35218620300293,-11.269412994384766, 65.97003936767578, -10.057821517576004,67.54508391449313,2.1773347189460814
5.4518303871154785,-12.43166732788086, 66.03380584716797, -10.73606743011801,67.79188720506993,2.1821562885815187
5.5515217781066895,-12.90060043334961, 66.04460144042969, -11.313277520761245,67.69587572569871,2.184090649005185
5.651964902877808,-12.90060043334961, 66.04460144042969, -11.67723561413526,67.60801976938771,2.1806008060907724
5.7523353099823,-13.652262687683105, 66.058837890625, -12.360399314840564,67.53310515318931,2.1768007521525625
5.851552963256836,-14.723319053649902, 66.07060241699219, -13.151157710664336,67.31391808989746,2.1738783071886383
5.951827049255371,-14.723319053649902, 66.07060241699219, -13.165567082693988,67.74522782283562,2.1757658274446374
6.05186128616333,-15.300640106201172, 66.07331085205078, -13.566239592960637,67.64165878885846,2.1784310704806185
6.152681589126587,-16.158161163330078, 66.07369995117188, -14.519931757422475,67.60155026259478,2.1794259975801227
6.25173282623291,-16.897920608520508, 66.07179260253906, -15.042761867814981,67.33910985239014,2.180494001648716
6.351963758468628,-17.28988265991211, 66.07015991210938, -15.727732868650248,67.22621954552112,2.1767893366636804
6.4518723487854,-17.28988265991211, 66.07015991210938, -16.299574422660104,67.48001082737302,2.169806448785731
6.551931619644165,-18.167802810668945, 66.06453704833984, -16.41984426152319,67.44598888178895,2.170687435672796
6.652280569076538,-18.936059951782227, 66.05953216552734, -17.40857803601838,67.11061132425942,2.1659633834359155
6.752038478851318,-19.655010223388672, 66.05347442626953, -18.278656608075025,66.92717451353016,2.1580851825449257
6.8516950607299805,-20.24774932861328, 66.04839324951172, -19.063545743017542,66.7797019809181,2.1469798259032
6.951886177062988,-20.687477111816406, 66.04444885253906, -18.922693956733074,67.49983017885869,2.148987063797894
7.052154779434204,-21.006338119506836, 66.04149627685547, -19.684459536793657,67.42475617563298,2.145667726609927
7.151882648468018,-21.651491165161133, 66.03533172607422, -20.100386722283442,67.33941653147292,2.144012139271475
7.252236366271973,-22.459503173828125, 66.02796936035156, -20.73551154467927,67.15484774516263,2.142855974446599
7.351853370666504,-23.193344116210938, 66.02102661132812, -21.42443400534339,67.62464456830435,2.1461633254987937
7.4527647495269775,-23.193344116210938, 66.02102661132812, -21.680894351736853,67.58780541220268,2.1465835781896634
7.552087306976318,-23.914167404174805, 66.01406860351562, -22.4116001403531,67.5362418519791,2.146481945027952
7.652473449707031,-24.49726676940918, 66.00830841064453, -22.976893938220392,67.40002062146705,2.145373917841921
7.752612829208374,-25.333560943603516, 66.00030517578125, -23.786711888969876,67.24237763974816,2.1433025334976454
7.852065563201904,-25.949054718017578, 65.9942626953125, -24.575329193552943,67.18202742840856,2.1391596407715703
7.951942443847656,-26.611303329467773, 65.98793029785156, -24.805781194907446,67.65325514739338,2.1431234050463344
8.05189847946167,-26.611303329467773, 65.98793029785156, -25.345630056891046,67.61548357907667,2.1421189311944486
8.15183973312378,-27.39153289794922, 65.98035430908203, -25.691716907360565,67.57780411183244,2.144442387367523
8.252179861068726,-28.403120040893555, 65.9704818725586, -26.77018627022681,67.53893153630396,2.145884998496684
8.351767539978027,-28.817018508911133, 65.96651458740234, -27.276490357458638,67.49915137102415,2.146208545295332
8.451866149902344,-29.297101974487305, 65.96188354492188, -27.856740379120964,67.67976044560334,2.147333348309015
8.55200719833374,-29.906538009643555, 65.95598602294922, -28.404244736570497,67.66445036116365,2.1488181265811224
8.651797533035278,-30.262313842773438, 65.95254516601562, -29.20530807328807,67.64031329968545,2.147009151418437
8.751689672470093,-31.143314361572266, 65.94401550292969, -29.669238859665807,67.61325184715356,2.1479174228236513
8.851720333099365,-31.42890739440918, 65.94125366210938, -30.357251000010805,67.60556577084844,2.1460249843060915
8.951693296432495,-32.23845672607422, 65.93343353271484, -31.08143953080517,67.70687820145639,2.1457080099513557
9.051817417144775,-32.604061126708984, 65.92989349365234, -31.28161768560437,67.71661973551464,2.1465561818957584
9.151848793029785,-33.37221908569336, 65.9224624633789, -32.22408762687097,67.72454405492068,2.1464496014746577
9.252169609069824,-33.970359802246094, 65.916748046875, -32.70765909028748,67.74716218669677,2.1472802202671133
