-103.00563049316406, -37.422142028808594, -100.92614189283964,-35.42508292805604,2.883143751320392
-103.00563049316406, -37.422142028808594, -100.90514502072348,-35.4040273647415,2.8980081098682513
-103.00563049316406, -37.422142028808594, -100.90413014648365,-35.40729832390799,2.9024519740171613
-103.00563049316406, -37.422142028808594, -100.9128058865825,-35.41701993005726,2.9014263400154285
-103.00563049316406, -37.422142028808594, -100.933716487619,-35.42193954522107,2.8971145999361005
-103.00563049316406, -37.422142028808594, -100.91169088336038,-35.42232057811685,2.8968440227716243
-103.00563049316406, -37.422142028808594, -100.90716981731477,-35.42295244892189,2.897055797440423
-103.00563049316406, -37.422142028808594, -100.87346498989656,-35.43119950956379,2.8995722375095294
-103.00563049316406, -37.422142028808594, -100.94660894025695,-35.42194927677208,2.8963530311230468
-103.00563049316406, -37.422142028808594, -100.92468369492755,-35.41547138702282,2.8958036432971097
-103.00563049316406, -37.422142028808594, -100.88673578390973,-35.40551363686165,2.8984715302311335
-103.00563049316406, -37.422142028808594, -100.88340970192313,-35.396477095981545,2.9014149596290526
-103.00563049316406, -37.422142028808594, -100.85467182262288,-35.40214952872257,2.9052108404794104
-103.00563049316406, -37.422142028808594, -100.94646646202284,-35.419618123262666,2.9028619462945335
-103.00563049316406, -37.422142028808594, -100.93614464190244,-35.41782015072013,2.9014035214975755
-103.00563049316406, -37.422142028808594, -100.94542657774619,-35.4346901256605,2.898977498814823
-103.00563049316406, -37.422142028808594, -100.96467471921663,-35.431183861106206,2.896167815454903
-103.00563049316406, -37.422142028808594, -100.93560171640925,-35.41485609663572,2.895460615529528
-103.00563049316406, -37.422142028808594, -100.98522671764344,-35.40766309811652,2.893230898859292
-103.00563049316406, -37.422142028808594, -100.9514419542841,-35.418185216683376,2.892057449747731
-103.00563049316406, -37.422142028808594, -100.94830204446191,-35.409495188598164,2.8913918830679273
-103.00563049316406, -37.422142028808594, -100.90507843309975,-35.41672235612909,2.891971326345647
-103.00563049316406, -37.422142028808594, -100.91239166416874,-35.4144852613512,2.8923378978324825
-103.00563049316406, -37.422142028808594, -100.8877425086276,-35.41270092634583,2.8934683876634035
-103.00563049316406, -37.422142028808594, -100.94016664866832,-35.419540332332495,2.892805657980136
-103.00563049316406, -37.422142028808594, -100.9320969312101,-35.42985999829748,2.892141586387366
-103.00563049316406, -37.422142028808594, -100.92145392336604,-35.427420564399384,2.8918737497682914
-103.00563049316406, -37.422142028808594, -100.88950468625148,-35.43782408427886,2.8921978722194517
-103.00563049316406, -37.422142028808594, -100.93352693228778,-35.446555709667706,2.8911897571101535
-103.00563049316406, -37.422142028808594, -100.93193872985722,-35.42780094225704,2.8907194583601514
-103.00563049316406, -37.422142028808594, -100.89078335892317,-35.42781535721881,2.8912405771694494
-103.00563049316406, -37.422142028808594, -100.86142379051293,-35.43026268223483,2.8923467238462868
-103.00563049316406, -37.422142028808594, -100.79400879187892,-35.43174757459525,2.8948631612011653
-103.00563049316406, -37.422142028808594, -100.91829542839167,-35.42764119594467,2.8946330747615976
-103.00563049316406, -37.422142028808594, -100.87920398484307,-35.4301981999813,2.8951772665953444
-103.00563049316406, -37.422142028808594, -100.87790760271355,-35.42986068338866,2.895723917886908
-103.00563049316406, -37.422142028808594, -100.82279968286447,-35.43916776979152,2.897165352855107
-103.00563049316406, -37.422142028808594, -100.75696925933092,-35.42972458274459,2.89998637680249
-103.00563049316406, -37.422142028808594, -100.81269944533595,-35.42897603391595,2.901612011102917
-103.00563049316406, -37.422142028808594, -100.81422866450379,-35.42973037572489,2.9031153895308863
-103.00563049316406, -37.422142028808594, -100.76748133954099,-35.43233019328603,2.9053509306345022
-103.00563049316406, -37.422142028808594, -100.75572809983008,-35.418480587233525,2.9079082781055905
-103.00563049316406, -37.422142028808594, -100.73093608284802,-35.41968383496719,2.910759797941711
-103.00563049316406, -37.422142028808594, -100.81036172387674,-35.42814578179138,2.9120078622741077
-103.00563049316406, -37.422142028808594, -100.75848596645466,-35.43322359562655,2.9139834439695727
-103.00563049316406, -37.422142028808594, -100.75520893593219,-35.43346851575183,2.9159229679299794
-103.00563049316406, -37.422142028808594, -100.68496324497245,-35.447063947999446,2.918719594548263
-103.00563049316406, -37.422142028808594, -100.70069886298754,-35.438406759431004,2.921267906038564
-103.00563049316406, -37.422142028808594, -100.89289606866907,-35.4308191428647,2.9209007314960393
-103.00563049316406, -37.422142028808594, -100.86016258742194,-35.42289452041835,2.9211343089480875
-103.00563049316406, -37.422142028808594, -100.85882251247875,-35.416408297964665,2.921464702791294
-103.00563049316406, -37.422142028808594, -100.83668894972138,-35.42181269998698,2.922023642868493
-103.00563049316406, -37.422142028808594, -100.84038011596017,-35.41819754841043,2.9225566237120946
-103.00563049316406, -37.422142028808594, -100.86582745094074,-35.41961492055104,2.922707014321884
-103.00563049316406, -37.422142028808594, -100.80076305219686,-35.424947195255626,2.923656581612129
-103.00563049316406, -37.422142028808594, -100.745911797465,-35.41715491261334,2.9253944458871155
-103.00563049316406, -37.422142028808594, -100.75059478541458,-35.414824851452565,2.927037076562058
-103.00563049316406, -37.422142028808594, -100.69056451531816,-35.425673843977,2.929278286695896
-103.00563049316406, -37.422142028808594, -100.87983413704606,-35.42158187119331,2.929106081913144
-103.00563049316406, -37.422142028808594, -100.84578821088009,-35.42660707086428,2.9292975057827055
-103.00563049316406, -37.422142028808594, -100.85048774056918,-35.424887957741156,2.929445247272237
-103.00563049316406, -37.422142028808594, -100.81139425358204,-35.42286461073997,2.9300745938119666
-103.00563049316406, -37.422142028808594, -100.74551300161691,-35.40939021435328,2.9316041034384432
-103.00563049316406, -37.422142028808594, -100.87312139566994,-35.41099486501321,2.9315987875302256
-103.00563049316406, -37.422142028808594, -100.88435540421406,-35.403993305030546,2.9315422347994544
-103.00563049316406, -37.422142028808594, -100.82138198438153,-35.405938339909014,2.932163476294515
-103.00563049316406, -37.422142028808594, -100.8250654125656,-35.43223619211993,2.9324602650722595
-103.00563049316406, -37.422142028808594, -100.73521747402201,-35.43389711449902,2.9337171525505648
-103.00563049316406, -37.422142028808594, -100.89888206727767,-35.427620944136834,2.93324474511841
-103.00563049316406, -37.422142028808594, -100.85942706143402,-35.405500434650925,2.9334126954965507
-103.00563049316406, -37.422142028808594, -100.86806943134656,-35.412414470618195,2.9334205261104147
-103.00563049316406, -37.422142028808594, -100.76641859809831,-35.41305304305816,2.934461995187109
-103.00563049316406, -37.422142028808594, -100.75471598140625,-35.4229957387447,2.935503820499575
-103.00563049316406, -37.422142028808594, -100.89908770948622,-35.42676442343832,2.9350451291969386
-103.00563049316406, -37.422142028808594, -100.84248315395794,-35.431080816969086,2.935111038041817
-103.00563049316406, -37.422142028808594, -100.87935920605418,-35.439803845376794,2.9347412583916164
-103.00563049316406, -37.422142028808594, -100.77974996165477,-35.43904246064856,2.9353439098903067
-103.00563049316406, -37.422142028808594, -100.78224660324229,-35.43915661796107,2.935906241519676
-103.00563049316406, -37.422142028808594, -100.81496001843402,-35.43346578041937,2.9361946945097577
-103.00563049316406, -37.422142028808594, -100.81592334873551,-35.43273406422039,2.936473171081026
-103.00563049316406, -37.422142028808594, -100.77807072895827,-35.43456049740815,2.9370769779138697
-103.00563049316406, -37.422142028808594, -100.73151606798238,-35.42356371238689,2.9381800107908767
-103.00563049316406, -37.422142028808594, -100.61692147437982,-35.43380938768445,2.94022551814707
-103.00563049316406, -37.422142028808594, -100.85500272620668,-35.42744430324485,2.9401426046076256
