time,tru_x, tru_y, ukf_x,ukf_y,error,current_error
2.3392913341522217,-179.35360717773438, -48.57371520996094, -177.31360302306712,-46.53371053375304,2.8850019116128456,2.8850019116128456
2.4392590522766113,-179.35360717773438, -48.57371520996094, -177.31356833596197,-46.533582118540835,2.8850595773750074,2.885117243137169
2.539287567138672,-179.40335083007812, -48.57326889038086, -177.3212553956926,-46.53317762788089,2.8950322143455476,2.914977488286628
2.639568567276001,-179.40335083007812, -48.57326889038086, -177.31527349555904,-46.533478256723726,2.901034942800427,2.9190431281650664
2.7396180629730225,-179.5016632080078, -48.57240676879883, -177.3798194706271,-46.53225443977697,2.909536451596209,2.943542486779335
2.839374303817749,-179.5016632080078, -48.57240676879883, -177.3898979488827,-46.92686550248809,2.870812425010385,2.6771922920812643
2.939769983291626,-179.74786376953125, -48.570369720458984, -177.42668527833175,-46.92695169192485,2.8669910297706096,2.8440626583319557
3.03989315032959,-179.93173217773438, -48.56879425048828, -177.4829194175101,-47.48341551261875,2.8434382539174914,2.678568822945669
3.13966703414917,-180.13388061523438, -48.567054748535156, -177.56081521841742,-47.48588161128413,2.837610186626529,2.79098564829883
3.240058183670044,-180.4040985107422, -48.56463623046875, -177.91320146834556,-47.302294733238384,2.8330994881328966,2.792503201690207
3.3395206928253174,-180.63818359375, -48.56268310546875, -177.95747986766202,-47.70254923292923,2.831482784239283,2.8153157453031503
3.4392006397247314,-181.00906372070312, -48.559207916259766, -178.2104813938589,-47.713922145173385,2.8391468781217046,2.923451910828338
3.5395689010620117,-181.2546844482422, -48.557098388671875, -178.39352043166207,-48.01774037772522,2.844716919590493,2.91155741721595
3.6395363807678223,-181.2546844482422, -48.557098388671875, -178.72848880570382,-48.05109596904367,2.82554956659942,2.5763739777154706
3.7397501468658447,-182.1884307861328, -48.54851150512695, -179.24363939441676,-48.04205129082055,2.836381316696871,2.9880258180611907
3.8393197059631348,-182.1884307861328, -48.54851150512695, -179.57385496329516,-48.064077156363055,2.8252997132241244,2.659075661132921
3.9398908615112305,-182.8280487060547, -48.542938232421875, -179.72600707861992,-48.3619056945504,2.8418891177754553,3.1073195905967506
4.0398736000061035,-183.23081970214844, -48.53937530517578, -180.0798687788789,-48.38184021262062,2.8592778629788476,3.1548865314365093
4.139625310897827,-183.65760803222656, -48.5356330871582, -180.63611348599431,-48.414085159184054,2.867944204810947,3.023938357788734
4.240192174911499,-184.27310180664062, -48.53030776977539, -181.23897544876954,-48.2480746143292,2.87690822905576,3.0472246897072077
4.339229345321655,-184.97622680664062, -48.526214599609375, -181.965583207694,-48.27550206172903,2.8837728208212843,3.02106465613178
4.440038204193115,-185.60118103027344, -48.52045822143555, -182.3775036713374,-48.5024263233337,2.899225319419244,3.223727789976384
4.539562940597534,-185.8640899658203, -48.51795196533203, -182.57675267732805,-48.70353242101006,2.9163273237793828,3.2925714197024427
4.639307260513306,-185.8640899658203, -48.51795196533203, -183.23304134960824,-48.241059186179584,2.9050461293431895,2.645578657310762
4.740031957626343,-186.748291015625, -48.50971603393555, -183.38962484664285,-48.43568761694348,2.9232235601978,3.3594819007084427
4.839430093765259,-186.748291015625, -48.50971603393555, -184.00715326797217,-48.445494355633855,2.9162491911194914,2.741889964161784
4.939517498016357,-187.92198181152344, -48.49903106689453, -184.35064821739294,-48.444224019682075,2.940527151237134,3.5717541142958282
5.039559841156006,-188.1566162109375, -48.49700927734375, -184.63778346139932,-48.65697142665962,2.961310707340059,3.522466722119055
5.139476299285889,-188.1566162109375, -48.49700927734375, -185.2213214384392,-48.68251526542008,2.9606155372112104,2.9411507736034337
5.239604473114014,-188.74505615234375, -48.491756439208984, -185.56287785572988,-48.64535837853322,2.968124461936419,3.1858832789674696
5.339281797409058,-189.5352325439453, -48.48451614379883, -185.77615540433567,-48.65314419921658,2.993761010682539,3.7628574730661537
5.4393157958984375,-190.28489685058594, -48.478153228759766, -186.55260764073518,-48.68551746342073,3.0170198947526896,3.738045300927338
5.53945255279541,-190.28489685058594, -48.478153228759766, -186.6803257226028,-48.87223205496111,3.0354753212966954,3.626048970704883
5.6395368576049805,-190.8572235107422, -48.473182678222656, -187.00193821354728,-49.06055655026108,3.06089585384146,3.899773427818681
5.739475250244141,-191.41024780273438, -48.46840286254883, -187.78016247404213,-48.52954737599945,3.0771731221843477,3.6306002458425253
5.8392133712768555,-191.41024780273438, -48.46840286254883, -188.08855375510416,-48.69631601664677,3.0841823085037507,3.3295038296828685
5.939310073852539,-192.3688507080078, -48.46185302734375, -188.43985227865878,-48.72804854850417,3.107258615764623,3.9380056771560223
6.039482831954956,-193.0958709716797, -48.49208068847656, -188.78002987217758,-48.806860259948365,3.1393651056773306,4.327305232447503
6.139286041259766,-193.0958709716797, -48.49208068847656, -188.84773398490088,-48.934215243909385,3.1683835157174487,4.271083097241948
6.239621639251709,-193.71841430664062, -48.52507400512695, -189.73289970899137,-48.452572609965365,3.188828277517513,3.9861739877200155
6.33957839012146,-194.0941619873047, -48.547019958496094, -189.9514454422692,-48.738202728469425,3.212201384360912,4.147125658096871
6.439316511154175,-194.7959747314453, -48.590946197509766, -190.46997420845258,-48.732643283247064,3.238775649674468,4.328320527530257
6.539652585983276,-194.7959747314453, -48.590946197509766, -190.57268455957183,-48.93804274656848,3.2620024823790104,4.237529455969793
6.639442443847656,-195.1138458251953, -48.619140625, -190.84781181545966,-49.195055659689665,3.285700898213433,4.304732779093588
6.739812135696411,-195.78741455078125, -48.74774932861328, -191.60563465757042,-48.7331181332084,3.3056143335624144,4.181805488917599
6.839501857757568,-196.28404235839844, -48.86770248413086, -192.1325488037513,-48.76789292879601,3.3240290911836925,4.152693184141219
6.939815998077393,-196.6210174560547, -48.973876953125, -192.35826402593432,-49.04190989132643,3.3440134997448925,4.263296293560101
7.039561748504639,-196.6210174560547, -48.973876953125, -192.58903265337344,-49.294773580785076,3.358611851133435,4.044734366394928
7.139533042907715,-197.97018432617188, -49.432865142822266, -192.85902500220047,-49.32976470659772,3.3943993454033246,5.112199070358034
7.240055322647095,-197.97018432617188, -49.432865142822266, -193.5345077889733,-49.44050943037163,3.4152250209780717,4.435683124140655
7.339430570602417,-198.58302307128906, -49.71524429321289, -194.1080860861035,-49.726505767028875,3.436003964787984,4.474951155283617
7.439463376998901,-199.27761840820312, -50.103187561035156, -194.50808406643046,-49.86892087831946,3.461759352970652,4.77528415028671
7.539821624755859,-199.27761840820312, -50.103187561035156, -194.60496046257077,-50.14992840198642,3.4846109069772186,4.672891715318683
7.639509201049805,-200.07736206054688, -50.69873046875, -195.5703197801597,-50.56488349058684,3.5035816177589116,4.509029289188636
7.739692687988281,-200.07736206054688, -50.69873046875, -196.3443681018606,-50.544864587165186,3.5078103814596067,3.736163621297136
7.8392720222473145,-200.7955780029297, -51.45937728881836, -196.5229485392767,-50.69065937002605,3.5226928990390514,4.341231365908514
7.939547061920166,-201.0078125, -51.8050422668457, -196.7891686044662,-50.942203313702876,3.5364347446265656,4.305978097527346
8.039676904678345,-201.25840759277344, -52.38156509399414, -197.06326035386232,-51.4147242133202,3.549687905505073,4.305118075580036
8.13964295387268,-201.5396270751953, -53.16732406616211, -197.60423802996732,-51.866622580724474,3.559774028261898,4.144769148157731
8.239748001098633,-201.5396270751953, -53.16732406616211, -198.05891186491752,-52.01035051642296,3.5615772086901303,3.667964853955827
8.339530944824219,-201.88975524902344, -54.54784393310547, -198.628594832408,-52.90347966656774,3.563064031757968,3.6522734158282217
8.439575433731079,-201.88975524902344, -54.54784393310547, -198.86770556877653,-53.4122875925672,3.5576654901606313,3.228354452723105
8.539557218551636,-202.00289916992188, -55.251346588134766, -198.97144560811105,-53.54928530894283,3.5563786809567453,3.4765965103158014
8.639437437057495,-202.0978546142578, -55.94698715209961, -199.41923671548147,-54.33242399678989,3.549678829895001,3.127588213005132
8.739675283432007,-202.1912841796875, -56.78522491455078, -199.8076218079108,-55.04709305142101,3.540454171678802,2.9500760458420507
8.839334487915039,-202.29624938964844, -57.8771858215332, -200.04650608084546,-56.07755941248814,3.530462018884748,2.880972087271271
8.940134525299072,-202.29624938964844, -57.8771858215332, -199.966151178689,-56.87232929570043,3.515642243318281,2.537537055931426
9.039414882659912,-202.3827362060547, -58.98868942260742, -200.03652362162399,-57.43544338522183,3.50532055382582,2.8137673578309625
9.139582872390747,-202.4612274169922, -60.42405319213867, -200.04122798042826,-58.26989977271345,3.5014734815015216,3.239872563449232
9.239478588104248,-202.48301696777344, -60.92194366455078, -200.05474199253018,-58.82124623060657,3.497321475758556,3.210833079493923
9.33957314491272,-202.5153045654297, -61.73509216308594, -200.0191273137772,-59.5818293045254,3.4944941355441075,3.296580320532725
9.439894676208496,-202.5153045654297, -61.73509216308594, -199.85608816800246,-60.4088933259803,3.487231316544358,2.9715711675620686
9.539377212524414,-202.5690155029297, -63.39997863769531, -199.7601018129263,-61.17804329853533,3.4885223825025133,3.5814791314897247
9.639379024505615,-202.5860137939453, -64.00263977050781, -199.72465545790422,-61.82071654701253,3.4900066103952083,3.5983552465619475
9.739447593688965,-202.5860137939453, -64.00263977050781, -199.9279566094188,-62.13246894108457,3.486807151846778,3.2500472192629197
9.839359760284424,-202.6144561767578, -65.4751968383789, -199.93173007033386,-63.347798321996564,3.485978950787722,3.423863871358561
9.939714431762695,-202.6289825439453, -66.23609161376953, -199.84398470573754,-64.07705331548209,3.486471041516649,3.523869936915081
10.039414882659912,-202.6427459716797, -66.99530792236328, -199.76598156012787,-64.87791307292984,3.487567477664134,3.571993061020462
10.139797449111938,-202.65550231933594, -67.7090835571289, -199.7312697289256,-65.62233390257947,3.4888950399793077,3.5924449005628576
10.239782810211182,-202.67092895507812, -68.59312438964844, -199.7840732105691,-66.44423004845251,3.4902694103900656,3.598844672839978
10.339318752288818,-202.67593383789062, -68.9730453491211, -199.96729186397408,-67.22458585979328,3.486981513229805,3.2239497404089574
10.439414024353027,-202.68931579589844, -69.87530517578125, -200.17715389606116,-67.72870268275675,3.484754540930688,3.3043697847022306
10.539578914642334,-202.69927978515625, -70.55684661865234, -200.01073754681764,-68.4442245383956,3.483965612997171,3.4192735224487554
10.639598608016968,-202.7112579345703, -71.39868927001953, -200.22052636980132,-68.75672632183144,3.4857152862177285,3.630938163524039
10.739467859268188,-202.7112579345703, -71.39868927001953, -200.36276332109654,-69.4288312384874,3.4807686550807353,3.065251639573326
10.839551210403442,-202.72930908203125, -72.67803192138672, -200.30822919033008,-70.22206189166883,3.480395569767564,3.44868331814799
10.939677238464355,-202.74082946777344, -73.5125503540039, -200.2487244608387,-70.58530723926559,3.484579421486583,3.844390669322262
11.039575338363647,-202.74575805664062, -73.87794494628906, -200.52016255336872,-71.49981666993446,3.4819945484843546,3.2571105972904006
11.1400785446167,-202.75930786132812, -74.98733520507812, -200.81952796733634,-71.99663124238563,3.48292377616038,3.564695811650603
11.239476203918457,-202.7771759033203, -76.36589050292969, -200.77520059586743,-73.06976560741265,3.487074266129611,3.856467873391177
11.339521169662476,-202.78369140625, -76.88434600830078, -200.7925577565247,-73.70408842178696,3.4899872183590834,3.752152919011575
11.440022706985474,-202.78369140625, -76.88434600830078, -201.07799258810658,-74.35601507536057,3.4852036184337036,3.0498960252241636
11.539611339569092,-202.79718017578125, -77.93266296386719, -201.06681176101563,-75.08731550258457,3.4835368240436893,3.330191740162405
11.639302968978882,-202.80593872070312, -78.64813995361328, -201.4284353852022,-75.65541772786833,3.481526070911426,3.294526029610942
11.739867687225342,-202.81655883789062, -79.55977630615234, -201.35134426476552,-76.7089832019395,3.4786183081566646,3.2052886092091115
11.83951735496521,-202.8240966796875, -80.18675231933594, -201.73815976165463,-77.14138824651491,3.4760617371027607,3.233187486981821
11.939459085464478,-202.83631896972656, -81.23113250732422, -201.7807647283401,-78.20183950856342,3.473297485872926,3.207929367808792
12.03978943824768,-202.8385772705078, -81.42620086669922, -202.140705811596,-78.42543111052551,3.469292931250156,3.0808511328414623
12.139359712600708,-202.8544464111328, -82.76787567138672, -202.48410729792204,-79.21518216640604,3.4703298082721834,3.571943756430896
12.239385604858398,-202.8544464111328, -82.76787567138672, -202.53037269134074,-80.05810527969152,3.462917313313532,2.729080312407063
