tru_x, tru_y, ukf_x,ukf_y,error
-116.10419464111328, 97.99337005615234, -115.6877118685523,99.25496480501837,2.068363611574254
-115.5412368774414, 98.01874542236328, -115.5245286415535,98.97411166587173,2.06639047101485
-114.74806213378906, 98.01363372802734, -114.87983433282369,98.85970505570043,2.0642486672392595
-114.0523910522461, 97.99691009521484, -113.06168011232319,99.51447819554521,2.0638035720308663
-114.0523910522461, 97.99691009521484, -113.16290947574845,99.27655633092213,2.062912242451776
-113.26936340332031, 97.96760559082031, -112.36373136069834,99.3946851057192,2.062256032520092
-112.66988372802734, 97.94170379638672, -112.04569933805216,99.34516966051135,2.061331168937049
-112.25409698486328, 97.92098236083984, -112.12265921831039,99.03045685176427,2.0596748563255765
-111.67837524414062, 97.89069366455078, -111.11487689012763,99.15908818245646,2.0584984238837776
-110.89969635009766, 97.84931182861328, -110.6813180382633,99.14943184162826,2.0572044278811914
-110.89969635009766, 97.84931182861328, -110.01910613942891,99.11624519666657,2.0563068741056854
-109.9545669555664, 97.72024536132812, -110.11077465131996,98.80392613696287,2.054631916505644
-109.3304672241211, 97.56257629394531, -109.44823213765488,98.62542686911799,2.052918391274062
-108.68718719482422, 97.37294006347656, -107.72149951832937,98.87861162512895,2.0524597524811448
-108.15126037597656, 97.20301818847656, -107.66785708781315,98.53810811762527,2.051363478744198
-108.15126037597656, 97.20301818847656, -107.34824944836625,98.58475730408449,2.050579343210199
-107.26815795898438, 96.9295883178711, -107.18547847601273,98.14412645243746,2.0491402581231344
-106.47898864746094, 96.71780395507812, -107.08622789901541,97.68003222677609,2.0475690075123643
-105.89524841308594, 96.56387329101562, -105.24264813414351,98.29740274421762,2.047232914511535
-105.35782623291016, 96.42603302001953, -104.6750294982957,98.16887751268023,2.046931521511991
-104.7530517578125, 96.27281951904297, -104.53484428536312,97.66523342945811,2.0458379992304803
-104.7530517578125, 96.27281951904297, -104.34059333262935,97.60213531501041,2.0447181297097883
-103.86265563964844, 96.04876708984375, -103.38172036996865,97.28755494169141,2.0434944567918443
-103.86265563964844, 96.04876708984375, -103.67398712056146,96.87545677027327,2.0414542709260233
-102.47970581054688, 95.73574829101562, -102.56024989384844,96.84385260313873,2.0398692171162325
-102.06487274169922, 95.68702697753906, -102.1447496749132,96.7109939937418,2.0381467827064554
-101.36587524414062, 95.6553726196289, -101.49860248941218,96.49897828479253,2.036136317955323
-100.96937561035156, 95.67777252197266, -101.57415095788386,96.03044391312791,2.033871837903652
-100.5086441040039, 95.730712890625, -99.45067700020952,97.13922895130654,2.033411130164958
-100.5086441040039, 95.730712890625, -99.47299909235514,96.83230032736192,2.032530318668447
-99.39695739746094, 96.02609252929688, -98.95227996771314,96.8164477482626,2.0306320590869564
-98.8975601196289, 96.26212310791016, -98.35853867036913,96.79825285672379,2.0284933678304062
-98.3927001953125, 96.59103393554688, -98.32959792144516,96.38712801372125,2.0254428693399626
-97.92656707763672, 96.92621612548828, -96.68769438637221,98.11379968010768,2.0249239164015718
-97.92656707763672, 96.92621612548828, -96.78700315022387,97.9312533702722,2.0240772140253847
-96.9908447265625, 97.7081298828125, -96.01574822667897,98.34887998406809,2.022643605431535
-96.4963150024414, 98.18252563476562, -95.40239394098818,98.74421986690707,2.0213198275497963
-96.4963150024414, 98.18252563476562, -95.65309570045798,98.42709263683959,2.0194142449678676
-95.86029052734375, 98.81682586669922, -94.21449740944901,100.28480456511622,2.019723632760191
-95.42203521728516, 99.2751235961914, -94.35291658050008,100.20669804019256,2.018724163068127
-95.00657653808594, 99.7200927734375, -93.99406742048298,100.52518946089593,2.017521606223912
-94.60491943359375, 100.1629638671875, -93.62401847613489,100.94154600676492,2.0162547501594816
-94.28602600097656, 100.52153778076172, -93.58354721072503,100.94352079854501,2.0142766087127266
-93.84214782714844, 100.99785614013672, -92.52769787967958,102.46482808768009,2.014203078130606
-93.41766357421875, 101.39674377441406, -92.5128588170946,102.87654955828765,2.0137422853989664
-92.94044494628906, 101.81914520263672, -92.3734979510639,103.26613351411943,2.0129862827642926
-92.94044494628906, 101.81914520263672, -92.60384309676776,103.13731429873015,2.0119148225980066
-92.03421783447266, 102.54306030273438, -92.27619612688339,103.49070973334645,2.0102199715648124
-91.81468200683594, 102.69829559326172, -91.40738968097519,103.8812561624187,2.008977569980581
-91.20110321044922, 103.10708618164062, -91.15527726719026,104.06185319995812,2.0072567996690815
-91.20110321044922, 103.10708618164062, -90.70385801140219,104.64164915634319,2.006613825861553
-90.14054107666016, 103.6615219116211, -90.8042255255002,104.80031462038325,2.005492429702091
-89.60243225097656, 103.89971160888672, -90.46134751937417,105.3639119062766,2.004991682500559
-89.26329803466797, 104.02108001708984, -89.33737539887474,105.45368936023445,2.004065597400496
-89.26329803466797, 104.02108001708984, -88.82382699567825,105.86848776321858,2.003895248438389
-88.21802520751953, 104.30998992919922, -88.30955109985551,106.19995053885734,2.003714472134542
-87.81069946289062, 104.41242218017578, -88.49414303363336,105.94970852065825,2.003195325564655
-87.04169464111328, 104.59127044677734, -88.51803293911097,105.86836630241461,2.003112853509398
-86.49467468261719, 104.70643615722656, -86.14352656937932,106.40501555658,2.0026802984679426
-85.8232192993164, 104.83699798583984, -85.63497315807693,106.54519757739021,2.0022234825413774
-85.22102355957031, 104.9399185180664, -85.42065555508108,106.54948100969158,2.0016130039097564
-84.81365203857422, 104.99247741699219, -85.13121105150945,106.64277150344734,2.0010985113315667
-84.2574234008789, 105.05685424804688, -85.09100287459236,106.44852357889962,2.0004923059782747
-83.47865295410156, 105.13919067382812, -82.90890429191656,106.85458774277076,2.0001840753650115
-83.11552429199219, 105.17215728759766, -82.38470182565976,107.00277111775259,2.0001376946454865
-82.37134552001953, 105.23367309570312, -82.37126212198133,106.81972544943872,1.9994783230870194
-81.95536041259766, 105.267578125, -82.26625399074175,106.56995483548181,1.9984282299194638
-81.13908386230469, 105.32848358154297, -81.59689101703788,106.43174686605578,1.9971521181599503
-80.73076629638672, 105.35833740234375, -79.8294401166504,106.90592270998009,1.9968252908882165
-80.12593841552734, 105.38607788085938, -80.19000206625161,106.46740290145546,1.9953797146368304
-79.69178009033203, 105.40548706054688, -80.02025326625396,106.18063234389008,1.9935574241650362
-79.07142639160156, 105.43172454833984, -79.59585728202589,106.13697428447318,1.991799235353038
-78.60663604736328, 105.45054626464844, -79.56449126057744,105.79909738925325,1.9902677420437909
-77.94728088378906, 105.47508239746094, -77.4334164353208,106.70919087828972,1.9892403041949493
-77.13072967529297, 105.50335693359375, -77.32357519849602,106.36865678629701,1.9875092028595898
-76.60160827636719, 105.52064514160156, -76.64215013563954,106.31847964695287,1.9856461224569617
-76.1173095703125, 105.53559112548828, -76.68341722169791,105.93979111949182,1.983627266602163
-76.1173095703125, 105.53559112548828, -76.2643040680826,105.88722527149547,1.9811233520741645
-75.17115783691406, 105.55009460449219, -74.19741301553455,106.98726331974748,1.980740915992932
-74.32002258300781, 105.53910064697266, -74.65774557845342,106.08919416848245,1.978661088757948
-73.8415298461914, 105.52304077148438, -74.59005875845855,105.67715420360776,1.9767723924129381
-73.32453918457031, 105.46550750732422, -74.11811393096453,105.58741557495136,1.9749495840964522
-72.9014892578125, 105.40035247802734, -74.07360638597781,105.14522713534147,1.973747431840896
-72.30634307861328, 105.28959655761719, -71.86195887789066,106.39249086561017,1.9725327385718747
-71.80123138427734, 105.14865112304688, -71.3660594871997,106.28894922113388,1.9713704220708956
-71.18569946289062, 104.92610931396484, -71.15635215786557,105.86044414289823,1.9697707695867595
-70.51344299316406, 104.60624694824219, -70.48833097784443,105.68421726368473,1.9683971054981575
-70.17742156982422, 104.39073944091797, -70.47364555885632,105.10436449863371,1.9665575158241195
-70.17742156982422, 104.39073944091797, -68.82884312210527,105.69523556854624,1.9664188191276066
-69.40753936767578, 103.71517181396484, -68.78503499601861,105.1776541587121,1.9658406533287445
-69.0535659790039, 103.21849060058594, -68.31722613415229,104.874334381825,1.9656053462695622
-68.92713165283203, 102.9776840209961, -68.43747540211395,104.3803100599485,1.9648714526763182
-68.7093734741211, 102.41850280761719, -68.44570395831877,103.79184842132499,1.9640066529207887
-68.544677734375, 101.82890319824219, -67.8174243642445,103.45413690812568,1.9637269607586798
-68.544677734375, 101.82890319824219, -67.49048650637269,102.81650407705456,1.9629367106999773
-68.1927261352539, 100.6087417602539, -67.6354128270163,102.16186088167635,1.962461250617314
-68.06541442871094, 100.14055633544922, -67.65122991002477,101.7827718877288,1.9620533295470932
-68.0259017944336, 99.95536804199219, -68.10947012613738,101.19910187538696,1.960969215732882
-67.93017578125, 99.32231903076172, -67.57902555055622,100.77507743052061,1.9602636567760534
-67.86327362060547, 99.0050277709961, -68.0989893467034,100.34372180261883,1.9593558384227598
-67.75202941894531, 98.54740142822266, -68.13926668354817,99.88041378373464,1.95849424455059
-67.75202941894531, 98.54740142822266, -68.26338982861489,99.32749843830243,1.956949463735753
-67.60150909423828, 97.81596374511719, -68.64941972648596,98.77741632626055,1.9561452525019203
-67.46534729003906, 97.15929412841797, -66.67042947016667,98.70275405826034,1.9558149059805479
-67.46534729003906, 97.15929412841797, -66.68699784344062,97.94170579127967,1.954537265195496
-67.20845031738281, 96.24966430664062, -67.06938486118965,97.46955944826189,1.9534493293770543
-66.93627166748047, 95.4021987915039, -67.52470763083832,96.5236403193697,1.9524224200535318
-66.7754898071289, 94.91963958740234, -67.56755553601751,96.27710702019357,1.9518541040663473
-66.52851104736328, 94.33806610107422, -65.68674879091581,96.13385418384391,1.9519009456162308
-66.41588592529297, 94.10595703125, -65.97509730739189,95.54999897718228,1.9512430847573539
-65.99525451660156, 93.2860336303711, -65.91427852257735,94.8471688105544,1.9506665480483938
-65.73799896240234, 92.85816955566406, -66.296747841596,94.16801401596881,1.9498852045316082
-65.73799896240234, 92.85816955566406, -66.31728672422469,93.46731658373028,1.9482418420010523
-65.22051239013672, 92.11263275146484, -66.76434441397556,92.96243241113301,1.9479667278464385
-64.77399444580078, 91.54981231689453, -64.25687391101243,93.17476247859399,1.9476082094004654
-64.77399444580078, 91.54981231689453, -64.37976721081263,92.42170423731226,1.9461469516485428
-64.12145233154297, 90.88619995117188, -64.35032798821236,92.35320902932472,1.9454674359196065
-63.62441635131836, 90.42463684082031, -64.05801264660091,91.69698312176956,1.9445832175518045
-63.04030227661133, 89.98429107666016, -62.3695855811087,91.51926324704937,1.9441875183641029
-63.04030227661133, 89.98429107666016, -62.07950094502994,91.23348298082746,1.9436475812166514
-62.054710388183594, 89.40166473388672, -61.981524241469124,90.4452483190784,1.9423335242849438
-61.487274169921875, 89.14053344726562, -61.73174238793703,90.17299518204489,1.9410450394096836
-61.000160217285156, 88.93753051757812, -61.33288240877773,89.73191310624534,1.939468693058578
-60.46919631958008, 88.78805541992188, -60.32412164544186,89.75715155475629,1.9380698974155293
-60.0877571105957, 88.70631408691406, -60.030114573397626,89.63342759238463,1.9366009510092201
-59.262210845947266, 88.55902099609375, -59.350674728210976,89.35745629159382,1.9349537419142775
-58.751590728759766, 88.48848724365234, -59.51522519979586,88.83578879390609,1.9333629551281888
-58.751590728759766, 88.48848724365234, -59.08910643642117,88.6516042645873,1.931104262917473
-57.98729705810547, 88.4251937866211, -56.9302951930629,89.61604912010192,1.9306139392433874
-57.20702362060547, 88.36772918701172, -56.64740245191073,89.6219826897347,1.9298087694714265
-56.80373764038086, 88.34716796875, -56.67891411850168,89.23012100517309,1.928310824017437
-56.05975341796875, 88.31832122802734, -56.61735054483681,88.74897504551438,1.9265474661509934
-55.22640609741211, 88.29153442382812, -56.01917138981786,88.67088632098847,1.9250399937976534
-54.96905517578125, 88.28517150878906, -54.940426123833646,89.06908034385657,1.9234011884044966
-54.96905517578125, 88.28517150878906, -54.47019946070144,89.11067617524911,1.922025474176057
-53.79378890991211, 88.26248168945312, -53.77623921178998,89.29208182028702,1.9207471421051325
-53.00131607055664, 88.25381469726562, -53.709131764962095,88.97029126125152,1.9194401295042582
-52.36787796020508, 88.24642181396484, -53.541419797639115,88.7455523154357,1.918519896616125
-52.36787796020508, 88.24642181396484, -51.34091658482082,89.77439571749107,1.9184093401350273
-51.57465362548828, 88.24101257324219, -50.679830143076074,90.03540259878851,1.9185328732387794
-50.86366653442383, 88.23796081542969, -50.56922890724455,89.85384406037458,1.9181402085938442
-50.86366653442383, 88.23796081542969, -49.970325965899974,90.05789473373443,1.9182953602461332
-49.69446563720703, 88.23503875732422, -49.588663563455945,90.10806801611712,1.918235388256247
-48.86661148071289, 88.23431396484375, -48.15655001006346,90.14049550457564,1.918399555548324
-48.86661148071289, 88.23431396484375, -47.590028228703886,90.3159000929445,1.9191399479731646
-47.943782806396484, 88.23421478271484, -47.67842826438719,90.00311763295478,1.9189557039030658
-47.27750778198242, 88.2343521118164, -46.951794628436026,90.20508779109765,1.9190664440165073
-47.12113571166992, 88.23445892333984, -46.953727318369054,89.90210219949768,1.9187241320672386
-46.22763442993164, 88.2352066040039, -45.04366992897499,90.20532473665524,1.91925828609448
-45.72382736206055, 88.2357177734375, -45.528943964371194,89.84274702061852,1.9188362980672664
-45.07415008544922, 88.2363052368164, -45.53239978574353,89.51725121551594,1.9180531430356211
-44.54402160644531, 88.23700714111328, -45.10208398847131,89.6280843841558,1.9174660136004922
-43.969486236572266, 88.23766326904297, -44.43161846109037,89.75379777765566,1.917001028393031
-43.408016204833984, 88.23839569091797, -44.337354802951374,89.37915030023407,1.916378667939276
-43.408016204833984, 88.23839569091797, -42.20358820613276,89.97038893232869,1.916648165404443
-42.52592086791992, 88.23955535888672, -42.028147903477475,89.6709424969719,1.916089420404043
-41.71473693847656, 88.2430191040039, -41.65035266370482,89.74371389774407,1.9155136010395208
-41.10914993286133, 88.24968719482422, -41.40937122647001,89.41348884678871,1.9145224730604822
-40.5251350402832, 88.25484466552734, -39.70885566424275,89.89303861146115,1.9144056571187236
-39.83645248413086, 88.26216888427734, -39.56720497445939,89.5632131516762,1.9135943088553893
-39.292572021484375, 88.2679672241211, -38.93942853385157,89.61901046203987,1.912879011173626
-38.70307159423828, 88.27452850341797, -38.483050736265405,89.69611836251164,1.9122238129833848
-38.70307159423828, 88.27452850341797, -38.7099955045492,89.27802599506838,1.9109704303145654
-37.82577896118164, 88.28460693359375, -37.47182944910949,89.40242989978688,1.9099532840689708
-37.21689224243164, 88.29183197021484, -36.96402654851671,89.4334975821618,1.908934550190167
-36.579524993896484, 88.30646514892578, -36.43384376634436,89.488544842877,1.9079484077412125
-36.17332077026367, 88.34688568115234, -36.10571564176673,89.52712576355898,1.9069528334310206
-35.4418830871582, 88.46913146972656, -35.875286874617785,89.12968456409693,1.9054228210803408
-34.90313720703125, 88.56320190429688, -34.009703187923186,90.04698033019348,1.9051855800707749
-34.90313720703125, 88.56320190429688, -33.723099759079126,90.1044257729067,1.9052346400309972
-33.76464080810547, 88.80259704589844, -33.348350137185975,89.9222132004882,1.9042650202646783
-33.76464080810547, 88.80259704589844, -32.68824057094753,90.05853070039302,1.9039241795154263
-32.52167892456055, 89.08499145507812, -32.68335272749659,89.60126548737,1.9020698562449991
-32.52167892456055, 89.08499145507812, -31.026528097689813,90.63888021727894,1.9024154088808967
-31.68040657043457, 89.28711700439453, -30.53981979630079,90.70773730953991,1.9023060796905145
-30.969526290893555, 89.52629852294922, -30.314266205292586,90.31961652360616,1.9011226579418516
-30.418790817260742, 89.77517700195312, -29.8416197642575,90.40055101717735,1.8997016673691216
-30.418790817260742, 89.77517700195312, -29.989820186604465,90.00654462819512,1.8977931349951018
-30.418790817260742, 89.77517700195312, -29.11645663145464,90.11413740878925,1.8970481001201354
-28.93682861328125, 90.5276870727539, -28.37808499860529,90.7851526331956,1.8953205550701102
-28.93682861328125, 90.5276870727539, -27.72564959328156,90.98146598692983,1.8945104260964238
-28.27739715576172, 90.89315032958984, -27.826599404639843,90.65519092212612,1.8926491866304047
-28.01118278503418, 91.04727935791016, -27.5448381735069,90.73223350022954,1.890864139078787
-27.166305541992188, 91.57386779785156, -27.42333648835572,90.43678093370181,1.8898921697771438
-27.166305541992188, 91.57386779785156, -25.871343101284086,92.52680581005251,1.8895145354086822
-26.37675666809082, 92.23345184326172, -25.405815625284834,92.83092811727218,1.8885125718472444
-26.011959075927734, 92.6275634765625, -25.223140502914532,92.7763704556994,1.8870629312270601
-25.703205108642578, 93.00637817382812, -25.247603080124517,92.46964772560555,1.8854855488166329
-25.441423416137695, 93.34465789794922, -24.177703317357356,94.43602459519056,1.885198286308784
-25.441423416137695, 93.34465789794922, -24.210667624226783,94.37915346095527,1.8848293725455971
-25.000656127929688, 94.1399917602539, -23.794061133930796,94.58968415216047,1.8840363325701384
-24.78781509399414, 94.6317138671875, -23.575436238623354,94.8106954731397,1.8831629674534953
-24.606212615966797, 95.10062408447266, -23.691553939312758,94.6409967805794,1.8820245386668137
-24.445934295654297, 95.55413055419922, -22.98533462991321,96.58550520768857,1.8819002197607893
-24.445934295654297, 95.55413055419922, -22.842529905971375,97.03912805472378,1.8823011895241333
-24.216337203979492, 96.43663787841797, -23.078898053374083,97.0264114980416,1.8815082455808052
-24.106674194335938, 96.99170684814453, -23.022320524192338,97.67575217361221,1.8807184910904482
-24.106674194335938, 96.99170684814453, -23.33354472363489,97.40973045987293,1.8794003146354077
-24.007070541381836, 97.6650390625, -23.19926508907881,98.16981791308436,1.8781823771825439
-23.92156410217285, 98.31849670410156, -22.922782395891602,98.99855021324171,1.877303292942256
-23.92156410217285, 98.31849670410156, -22.948574737180024,99.48852516431361,1.8768372783720797
-23.815914154052734, 99.09669494628906, -23.306607488217725,99.4500963502966,1.8751920828799318
-23.727529525756836, 99.6551742553711, -23.348112371547355,99.81615286700873,1.8732796157025893
-23.727529525756836, 99.6551742553711, -22.48924573069636,100.99759312675411,1.873218307304772
-23.663183212280273, 100.0680923461914, -22.566708853249214,101.28943567531711,1.8729159643761417
-23.54377555847168, 100.83541870117188, -23.01699333444299,101.31870554770695,1.8714081162246587
-23.54377555847168, 100.83541870117188, -23.108677268543488,101.5549235160884,1.8700679646470446
-23.43550682067871, 101.48033142089844, -23.57247325422449,101.52708434622593,1.8678272609084343
-23.36249542236328, 101.82987213134766, -22.227196932063414,103.12553186540264,1.8676390063886223
-23.141307830810547, 102.42745208740234, -22.432159698386084,103.17743460059148,1.8665567863340966
-22.91887092590332, 102.87577819824219, -22.304723211108886,103.52645646180294,1.8652995847637117
-22.70345115661621, 103.23545837402344, -22.794115675132318,103.68712437879527,1.8634848254108785
-22.319129943847656, 103.7076416015625, -22.85057698690737,104.3359127306993,1.8621421323039804
-21.946741104125977, 104.06818389892578, -21.270734683926598,105.20988757462936,1.8614522942237783
-21.45701789855957, 104.44285583496094, -21.140048666234758,105.79263121642616,1.860841021110187
-21.054452896118164, 104.66413879394531, -20.997819586252433,106.21308377917839,1.8604414567736838
-20.578826904296875, 104.86077880859375, -20.815690878468697,106.74428616384054,1.8604901103162494
-20.01583480834961, 105.04876708984375, -21.05602684381379,106.89044273400906,1.8608165698136732
-20.01583480834961, 105.04876708984375, -18.658050741812986,107.2353328659553,1.8617295307381196
-19.43913459777832, 105.20571899414062, -18.45884107508125,107.19634150791508,1.8621862808920264
-18.386640548706055, 105.38103485107422, -18.107157311047107,107.3791342721339,1.862384703310351
-17.749908447265625, 105.43739318847656, -17.57167228674044,107.70724904099394,1.8629133490054843
-17.749908447265625, 105.43739318847656, -17.750875067568348,107.43558314093718,1.8630856761867014
-16.771209716796875, 105.50101470947266, -15.65811907821831,107.56271160217896,1.8636962313589358
-16.324748992919922, 105.51687622070312, -15.167477515741503,107.59581122630104,1.864351430212555
-15.905008316040039, 105.53520965576172, -15.219675872475044,107.27906481693554,1.8643632802294674
-15.138209342956543, 105.55846405029297, -14.788747075895063,107.32743818879781,1.8642857121304008
-14.762422561645508, 105.56652069091797, -14.515969726158158,106.86981835581729,1.863604837862509
-14.134299278259277, 105.57405853271484, -12.77773021507267,107.25666715487469,1.8639812591370035
-13.31945514678955, 105.58263397216797, -13.16880985795634,106.57609994334688,1.8628964629642273
-13.31945514678955, 105.58263397216797, -12.666602505861078,106.51297405278275,1.861980517193351
-12.525256156921387, 105.58656311035156, -12.426334026662815,106.00853750544562,1.8601813154412008
-11.48042106628418, 105.58465576171875, -11.87387419487659,105.81658312947086,1.85841595875228
-11.194912910461426, 105.58509826660156, -10.23198333553796,106.52016175597464,1.8577674819279384
-10.48381233215332, 105.62580871582031, -9.742893386592689,106.38453137826373,1.8567671230756913
-10.48381233215332, 105.62580871582031, -9.104241452470887,106.18236007727683,1.8563045124643187
-9.647809982299805, 105.69281768798828, -9.26399883323684,105.71258533287923,1.854462228799262
-8.894338607788086, 105.79443359375, -8.719953408330591,105.59188921977255,1.8524782412453198
-8.15772533416748, 105.92333984375, -7.7511923440747506,106.09805987234708,1.8507179545511374
-7.670385360717773, 106.01365661621094, -7.5454905343896845,105.51217319501502,1.8490547177388892
-7.670385360717773, 106.01365661621094, -7.067085548176987,105.42450807414245,1.8478021560617963
-6.542430877685547, 106.3634033203125, -6.924427930819805,104.94763955006886,1.8473277667216685
-6.077280521392822, 106.55105590820312, -6.811618703651323,104.38965615561784,1.8478686513607363
-5.536909580230713, 106.79796600341797, -4.933752612909076,106.9614194618107,1.84635133576609
-5.099869251251221, 107.04226684570312, -4.762638173621303,106.62830076120902,1.844725052505762
-4.6072235107421875, 107.36090850830078, -4.384364933241512,106.66625727523899,1.8433448540439645
-4.170567512512207, 107.69682312011719, -3.8114236652284688,106.72178060882051,1.8423507100767258
-3.961381196975708, 107.87646484375, -3.881902423195873,106.28671634697116,1.8420413067432595
-3.408064842224121, 108.42445373535156, -2.9995700568470056,107.63468393244523,1.8408663598047803
-2.939579486846924, 109.05093383789062, -2.448055824014903,107.95250115061494,1.8400812916178146
-2.6881844997406006, 109.42251586914062, -2.4076497767726406,107.73335799204558,1.839924112870529
-2.318735361099243, 109.99900817871094, -1.8464555878258069,108.03399512744365,1.8401465294044295
-2.0533714294433594, 110.53522491455078, -1.7335775875799142,107.81369096502357,1.841250960932777
-1.9088671207427979, 110.87940216064453, -0.6470213582127349,111.11977635447688,1.8405687130391002
-1.9088671207427979, 110.87940216064453, -0.7641061669405969,111.12406862205422,1.8397486961710694
-1.9088671207427979, 110.87940216064453, -0.3929694953956606,111.76872370745141,1.8396481588326712
-1.4450963735580444, 112.52914428710938, -0.42635285036682624,111.54902602480485,1.8391280421354215
-1.3272318840026855, 113.13201904296875, -0.2669550422347826,112.04934939049733,1.838733221017126
-1.254256248474121, 113.66390991210938, 0.1185932315982625,114.21848733460652,1.8382970444191031
-1.1973904371261597, 114.11573028564453, -0.2443547800202326,114.23515049423963,1.8372291508072465
-1.1405415534973145, 114.73667907714844, -0.4409482444123768,114.31937350512939,1.8359865892253584
-1.0947569608688354, 115.28358459472656, -0.3096051342702066,114.60561531912985,1.8350173763266822
-1.0556578636169434, 115.91065216064453, -0.14171842896528752,115.30801019713066,1.8341200742684487
-1.0432591438293457, 116.16239929199219, -0.2259216994607399,116.5027719715217,1.8329714760171658
-1.0432591438293457, 116.16239929199219, -0.1440214875107909,116.88894510298988,1.8321529732790245
-0.9923184514045715, 117.6334228515625, -0.5418515619181461,117.02942266177288,1.8308502317786264
-0.9746958017349243, 118.35376739501953, -0.6439424170946246,117.69651127394624,1.829529287725954
-0.9667240977287292, 118.79830932617188, -0.7802783493446043,118.13717139303583,1.8281526555524557
-0.9609623551368713, 119.22978210449219, 0.3220160154778857,120.33686682946556,1.82799194269828
-0.9537002444267273, 119.82510375976562, -0.14869118295229172,120.33451259029012,1.8269398458145256
-0.9480984210968018, 120.467041015625, -0.25311495192794486,120.76793886769667,1.8256557946834626
-0.9480984210968018, 120.467041015625, -0.42541047332451853,121.48818762227893,1.8248422333279175
-0.9359055757522583, 121.67143249511719, -0.5811584103954238,121.8376757030516,1.8231259770509902
-0.9327225089073181, 122.08960723876953, 0.18510210729181523,123.18055733002427,1.8228135717874774
-0.9327225089073181, 122.08960723876953, 0.18198386179600895,123.51297835700245,1.8227957714860987
-0.9243249297142029, 123.27157592773438, -0.3862667700993592,123.67081569489757,1.8214201192945096
-0.920804500579834, 123.840576171875, -0.5237844495935483,124.08236157157079,1.8198032294574158
-0.9177715182304382, 124.35372924804688, -1.0995086427273677,124.07445162518097,1.818033467518593
-0.9137130379676819, 125.08447265625, 0.16734049387922156,126.01211091420184,1.8175655278645095
-0.9106830954551697, 125.6672592163086, -0.2967153927315864,126.1061050107673,1.8163031935625917
-0.9071505665779114, 126.11373901367188, -0.365910465244637,126.5775392251622,1.8149941474288973
-0.9026529788970947, 126.78770446777344, -0.5302589771673686,127.28817601163527,1.813582801436135
-0.9007869362831116, 127.07186889648438, -1.0912979376078096,127.1372515774457,1.811674914466936
-0.8956997394561768, 127.8446273803711, 0.2758458749125383,129.0109180089168,1.8114874784414308
-0.8915822505950928, 128.47401428222656, -0.1456365189696695,129.23524297645824,1.810607077694999
-0.8887497782707214, 128.94139099121094, -0.19651005979057962,129.48559393990206,1.8095103018103258
-0.8850163221359253, 129.51010131835938, -0.7165874646389498,129.57153434688203,1.8075901279911342
-0.8811228275299072, 130.1345672607422, -1.2355681635217195,129.57076667704,1.8062470336105456
-0.8775826692581177, 130.69252014160156, 0.12065482193916094,131.5825263112285,1.8056960751962936
-0.8726712465286255, 131.32582092285156, -0.28765759106997285,131.75168793874042,1.8044260148403477
-0.868463933467865, 131.9279327392578, -0.28798887859819133,132.28168860043522,1.8031075497930957
-0.8646439909934998, 132.47203063964844, -0.7707454008128342,132.36967754747695,1.8011588285481446
-0.8603801727294922, 133.0579071044922, -0.8353448087968977,132.8706185896717,1.7992732093085588
-0.8563923239707947, 133.59059143066406, 0.13344710757131384,134.50182702571234,1.798742997164
-0.8514336943626404, 134.23974609375, 0.1475964560622123,134.91027673932302,1.7980480726219006
-0.8514336943626404, 134.23974609375, -0.27036847228564953,135.14033163764014,1.797201594780344
-0.8444972634315491, 135.20054626464844, -0.32710514723245365,135.6839932893557,1.7959337315425836
-0.8399713635444641, 135.76023864746094, -0.8106774205548922,135.65591142737603,1.7939714387290238
-0.8363912105560303, 136.222412109375, 0.14619702464822734,137.3316659805572,1.7936089457345257
-0.8298590779304504, 137.0519256591797, -0.21257211962866496,137.41249290012237,1.7923575188342278
-0.8298590779304504, 137.0519256591797, -0.230657342344879,138.00209564892415,1.7915822818141585
-0.8205872178077698, 138.23257446289062, -0.21624038299321113,138.36192403639808,1.7902240086991754
-0.8181906938552856, 138.53955078125, -0.6744513360100309,138.25285089987963,1.7885251538379345
-0.812692403793335, 139.2422637939453, -0.3208451779274128,139.459804769553,1.78708090805055
-0.807679295539856, 139.83456420898438, -0.3237840621361421,139.86930313371317,1.7855792467813651
-0.8026795983314514, 140.46279907226562, -0.758956532411303,139.919997680842,1.7841495005377592
-0.7979938983917236, 141.04576110839844, -0.7592172746539463,140.34072035547277,1.7829089444818076
-0.7960239052772522, 141.29100036621094, -1.211652351067363,140.2377160688327,1.7821611442612528
-0.7889426946640015, 142.1505584716797, 0.2711993417135095,142.6273882547846,1.7814496394357013
-0.7889426946640015, 142.1505584716797, -0.069471822704048,142.52111516632152,1.7803347776731968
-0.7792040705680847, 143.3366241455078, -0.042227406074137996,143.4205875704562,1.7791450977465242
-0.7756661772727966, 143.7886505126953, -0.4757373498643831,143.56249191997358,1.7775392560658867
-0.7709354758262634, 144.37744140625, -0.4897145081083236,143.99200131304616,1.7760530695812502
-0.769978940486908, 144.48883056640625, 0.3484763789695668,145.38932983698388,1.7756647798805918
-0.7643270492553711, 145.13497924804688, 0.38605338989255295,145.85215791677902,1.7751858296910312
-0.7634016275405884, 145.74427795410156, 0.0014463552954610552,145.87312190203727,1.7740473770302037
-0.7642372250556946, 146.34002685546875, 0.02899429669735753,146.4648510143954,1.7729426504645738
