time,tru_x, tru_y, ukf_x,ukf_y,error
0.07339739799499512,-202.92828369140625, -89.08991241455078, -201.18310662748257,-86.63520263148916,3.011850445075863
0.17412924766540527,-202.92828369140625, -89.08991241455078, -201.36830733335134,-86.7853943252081,2.897357026633797
0.27397990226745605,-202.92828369140625, -89.08991241455078, -201.56565517728075,-87.15068613271409,2.7216033504182024
0.37387871742248535,-202.94595336914062, -90.62747192382812, -201.78416196651125,-87.69072456193658,2.830753189258825
0.47345995903015137,-202.95376586914062, -91.30850982666016, -201.81477853530805,-88.07385774099136,2.950467443698612
0.5737674236297607,-202.95376586914062, -91.30850982666016, -202.0197717103853,-88.44874146424166,2.9601270141074303
0.6733369827270508,-202.9623260498047, -92.06114196777344, -201.38650870523227,-89.79266205757364,2.9318375698725125
0.7737197875976562,-202.97369384765625, -93.05950927734375, -201.56009585140433,-90.31936726717315,2.950768319034596
0.8736283779144287,-202.97369384765625, -93.05950927734375, -201.6018287370385,-90.85936992273905,2.910994387510895
0.9736497402191162,-202.98326110839844, -93.9107437133789, -201.80978897934827,-91.06811654258185,2.9274265092509397
1.0737104415893555,-202.96868896484375, -94.6789321899414, -201.31453052823795,-92.25324130327267,2.9282077816735286
1.1735196113586426,-202.96868896484375, -94.6789321899414, -201.32439891360966,-92.75934010433379,2.894819872978493
1.2738943099975586,-202.94732666015625, -95.60094451904297, -201.5033779930559,-93.09406533788547,2.8946796432074082
1.373706340789795,-202.92002868652344, -96.53336334228516, -201.50686548665684,-93.73334144103913,2.911947067306548
1.4742460250854492,-202.9069061279297, -96.94517517089844, -201.73701245187286,-94.08751649372518,2.9236744336766667
1.5734148025512695,-202.9069061279297, -96.94517517089844, -201.73383763872272,-94.43081841530503,2.9143536145041673
1.6736352443695068,-202.86764526367188, -98.11946868896484, -201.41534503081456,-95.45214062905451,2.921572426466959
1.773930311203003,-202.84857177734375, -98.66232299804688, -201.61368865646588,-95.81031766667532,2.9319224239036408
1.8736052513122559,-202.8264923095703, -99.27167510986328, -201.55435758042142,-96.30020829311985,2.9477332234466087
1.9737379550933838,-202.80165100097656, -99.95142364501953, -201.8311045374437,-96.78360103167536,2.966004798920474
2.0735669136047363,-202.78585815429688, -100.37703704833984, -201.21946846599164,-97.8023947169697,2.9682757785506184
2.1733341217041016,-202.78585815429688, -100.37703704833984, -201.44500089988912,-98.32279410726478,2.9448597411656636
2.2739346027374268,-202.75489807128906, -101.19683074951172, -201.41440313796028,-98.45650933140301,2.9494580543099547
2.37355375289917,-202.70578002929688, -101.96388244628906, -201.3922398408646,-99.13743808797079,2.956428852672317
2.4737801551818848,-202.5780487060547, -102.60526275634766, -201.7473972803747,-99.60276209582165,2.962783043201093
2.573808193206787,-202.4409942626953, -103.04751586914062, -201.08835910072168,-100.66217627582245,2.9542977196082703
2.673598051071167,-202.21192932128906, -103.71153259277344, -201.2850739395577,-101.03660830623704,2.9497293047468562
2.7733235359191895,-202.21192932128906, -103.71153259277344, -201.19977072276507,-101.45693283015727,2.9326451554353747
2.8736095428466797,-201.7205352783203, -104.83560180664062, -201.0498691711551,-102.03685178538697,2.930760304807788
2.9735960960388184,-201.48489379882812, -105.24980926513672, -200.9714177657503,-102.44948825266832,2.927968566333227
3.0735976696014404,-201.26795959472656, -105.58263397216797, -199.8804736030995,-103.37675350748638,2.917581183816906
3.173508405685425,-200.7350616455078, -106.29060363769531, -199.96797240341164,-103.73612174093459,2.9097558803528996
3.273512601852417,-200.7350616455078, -106.29060363769531, -199.6615216564387,-104.26034210762009,2.8911759165507136
3.3734123706817627,-200.0550079345703, -106.91769409179688, -199.50428666761698,-104.51859322590082,2.878538369451493
3.473623275756836,-199.59844970703125, -107.23992156982422, -199.61888056979274,-104.96255960991334,2.8613645189989176
3.5737552642822266,-199.04481506347656, -107.59416961669922, -197.76098060584138,-105.48386845367605,2.8504972291272686
3.6735641956329346,-198.5541534423828, -107.89053344726562, -197.6074819418418,-105.79147715979971,2.835690706918439
3.7738449573516846,-198.12290954589844, -108.13822937011719, -197.8503229733797,-106.13853359350875,2.8141775027929246
3.87357234954834,-197.4933624267578, -108.42509460449219, -197.40051688485508,-106.36108112106018,2.7949960453920677
3.9733922481536865,-197.06521606445312, -108.5654296875, -197.05074846120627,-106.65590398860716,2.7728606568901197
4.0734803676605225,-197.06521606445312, -108.5654296875, -195.29938323697013,-106.73512650277522,2.7672606595453684
4.173542737960815,-196.2938690185547, -108.76905822753906, -195.18166510079655,-106.8861274877308,2.7534419722008443
4.2733354568481445,-195.71710205078125, -108.90374755859375, -194.745920498177,-107.23695379697375,2.734271037234672
4.37334942817688,-194.7267303466797, -109.10804748535156, -194.75098518120896,-107.42533642334408,2.7103759195527752
4.473281383514404,-194.31271362304688, -109.18722534179688, -194.420862121869,-107.68235285491376,2.6836732004130317
4.5733160972595215,-193.57798767089844, -109.31220245361328, -192.4587865645964,-107.45140070098064,2.672537909325102
4.674053907394409,-193.0226287841797, -109.39830780029297, -192.27192464028863,-107.5822965681201,2.6574851483484627
4.773727893829346,-192.57449340820312, -109.46571350097656, -191.69862313700983,-107.68195987096486,2.643520674732173
4.873542785644531,-192.0019073486328, -109.54336547851562, -191.46587621969528,-107.7228511626514,2.6283016537407042
4.973336935043335,-191.51031494140625, -109.61073303222656, -190.97593188488563,-107.79572483567645,2.613576445205746
5.073666572570801,-190.78358459472656, -109.7035903930664, -189.54449922565954,-107.70198389144872,2.608488564861011
5.1742844581604,-190.35006713867188, -109.7579345703125, -189.37988234820006,-107.77120703793119,2.6008437877856445
5.273530960083008,-189.69175720214844, -109.83894348144531, -189.32436149334788,-107.8360408980239,2.590192391964112
5.373632192611694,-189.69175720214844, -109.83894348144531, -188.7633874900639,-107.8512710002251,2.5828515970126125
5.473792314529419,-189.1209259033203, -109.90837860107422, -188.43746088084828,-107.848655923089,2.5753480611576745
5.574036359786987,-188.25128173828125, -110.01227569580078, -187.07424964118405,-107.9431046565253,2.5718689806742057
5.673892021179199,-187.61085510253906, -110.08694458007812, -186.86429259999736,-107.88227576252713,2.5675843076755593
5.773888349533081,-186.82968139648438, -110.17252349853516, -186.3630819132878,-107.87620179468438,2.5637164302060382
5.8740904331207275,-186.82968139648438, -110.17252349853516, -186.23164218800787,-107.83621607692011,2.5611387784598723
5.97365927696228,-185.91598510742188, -110.2752914428711, -186.00432046328464,-108.07859266842631,2.555094368184635
